,Municipios,Altitude,X_coord,Y_coord,CHUVA,ETP,ETR,DEF,EXC,ER/ETP,TEMP_MÉD_ANUAL
84,EstacaoMeteorologicaES85,727,-41.19,-20.38,1494.09425287356,960.356609149954,942.069574811511,18.2870343384431,552.024678062052,0.980958079359052,20.6257236968913
85,EstacaoMeteorologicaES86,245,-40.88,-19.87,1124.28666666667,1383.42396186539,1063.14820775148,320.275754113906,61.1384589151849,0.768490525722823,24.8326030867271
86,EstacaoMeteorologicaES87,28,-40.07,-19.4,1293.08833333333,1358.09949185815,1213.96679073038,144.132701127775,79.1215426029556,0.89387176566087,24.6523028594879
87,EstacaoMeteorologicaES88,104,-40.54,-19.41,1131.99333333333,1398.67385324238,1112.92088411574,285.752969126632,19.07244921759,0.795697210994396,24.8770389735288
88,EstacaoMeteorologicaES89,575,-41.42,-20.47,1366.77333333333,1117.06734343158,1059.39555221594,57.6717912156422,307.377781117392,0.948372144656492,22.5732662827035
89,EstacaoMeteorologicaES90,648,-40.56,-19.91,1478.88666666667,954.292438963642,953.07272559266,1.21971337098147,525.813941074007,0.998721866252754,20.5373796875141
90,EstacaoMeteorologicaES91,120,-40.53,-18.99,1185.26066666667,1384.3987857495,1108.47016207015,275.928623679348,76.7905045965134,0.80068703720369,24.8238465838103
91,EstacaoMeteorologicaES92,150,-40.68,-19.8,1081.74344827586,1331.91698832293,1052.45180060072,279.465187722205,29.2916476751419,0.790178224189413,24.4565277777778
92,EstacaoMeteorologicaES93,25,-39.83,-18.7,1296.05545977012,1373.58848454765,1257.20799685037,116.38048769728,38.847462919747,0.915272667901255,24.8118378573601
93,EstacaoMeteorologicaES94,36,-40.32,-20.3,1346.896,1408.70426878433,1277.47139352159,131.232875262743,69.4246064784078,0.906841429978776,25.0290026388872
94,EstacaoMeteorologicaMG1,146,-40.76,-17.7,1019.26373727422,1320.17904972012,1019.26373728422,300.915312435899,0,0.772064772199125,24.4264926666667
95,EstacaoMeteorologicaMG2,92,-40.38,-17.84,968.575985221675,1345.17377357565,968.575985231675,376.597788343975,0,0.720037815379847,24.5929881666667
96,EstacaoMeteorologicaMG3,360,-41.2,-18.68,970.774367816092,1139.30112433157,889.895783453522,249.405340878051,80.87858436257,0.781089182173522,22.8611076666667
97,EstacaoMeteorologicaMG4,210,-41.25,-18.2,1037.644099266,1256.59795253163,983.134182469684,273.463770061943,54.509916796312,0.78237767337516,23.92284125
98,EstacaoMeteorologicaMG5,250,-41.11,-18.05,1158.21854844007,1261.58200618015,1076.16946700416,185.412539175992,82.049081435903,0.853031718693113,23.9692381666667
99,EstacaoMeteorologicaMG6,260,-41.31,-18.76,974.493448275862,1229.19947340363,909.771753547392,319.42771985624,64.7216947284702,0.740133536689736,23.6698430833333
100,EstacaoMeteorologicaMG7,130,-41.25,-19.34,1055.53814085021,1252.75659666691,955.060187349516,297.696409317392,100.477953500694,0.762366919392446,23.8280200833333
101,EstacaoMeteorologicaMG8,115,-41.16,-19.49,1001.48793103448,1253.57224132326,950.435280583537,303.136960739721,51.0526504509462,0.758181498642844,23.8247003333333
102,EstacaoMeteorologicaMG9,250,-41.44,-19.81,1120.99891304348,1097.58451963408,924.460635297032,173.123884337044,196.538277746447,0.84226828891978,22.37110175
103,EstacaoMeteorologicaMG10,747,-41.92,-20.69,1311.6333716826,915.937287491355,882.886836133021,33.0504513583345,428.746535549575,0.963916250807022,19.9053866666667
104,EstacaoMeteorologicaMG11,458,-41.73,-20.11,1255.16976190476,1043.19253952128,926.115652732073,117.076886789203,329.054109172688,0.887770586585167,21.7394725
105,EstacaoMeteorologicaMG12,540,-41.96,-20.18,1254.90069640504,1091.43365526218,931.779637612848,159.654017649336,323.121058792197,0.853720822260164,22.2867758333333
106,EstacaoMeteorologicaRJ1,650,-41.85,-20.93,1460.98128268283,942.421643021527,935.260720432163,7.16092258936427,525.720562250671,0.992401572435873,19.8059734166667
107,EstacaoMeteorologicaRJ2,15,-41.1,-21.48,847.469271156547,1279.81539715402,850.076398877145,429.738998276879,0,0.664217980786521,23.5323684166667
108,EstacaoMeteorologicaRJ3,20,-41.61,-21.49,936.655402298851,1275.52407771814,936.655402308851,338.868675409291,0,0.734329848155033,23.4986519166667
109,EstacaoMeteorologicaBA1,59,-39.66,-17.81,1415.16424925266,1577.31214348881,1415.16424925353,162.147894235278,0,0.897199869471221,26.179975
